store_nbr,family,date,sales
1,BOOKS,2017-08-19,0.03095518613314055
1,BOOKS,2017-08-20,0.09263664882810094
1,BOOKS,2017-08-21,0.04153640769464172
1,BOOKS,2017-08-22,0.0
1,BOOKS,2017-08-23,0.12192617246703336
1,BOOKS,2017-08-24,0.07627446485323935
1,BOOKS,2017-08-25,0.19608656293284948
1,BOOKS,2017-08-26,0.02156297714716237
1,BOOKS,2017-08-27,0.016567253873003902
1,BOOKS,2017-08-28,0.0874582148490116
1,BOOKS,2017-08-29,0.0
1,BOOKS,2017-08-30,0.0
1,BOOKS,2017-08-31,0.0
1,BREAD/BAKERY,2017-08-16,386.43045504564446
1,BREAD/BAKERY,2017-08-17,344.76400764899705
1,BREAD/BAKERY,2017-08-18,359.69790339644834
1,BREAD/BAKERY,2017-08-19,273.1681836122443
1,BREAD/BAKERY,2017-08-20,140.46874680429863
1,BREAD/BAKERY,2017-08-21,344.6039845568528
1,BREAD/BAKERY,2017-08-22,316.83927229547464
1,BREAD/BAKERY,2017-08-23,380.8985806342279
1,BREAD/BAKERY,2017-08-24,378.17939390784636
1,BREAD/BAKERY,2017-08-25,368.6752715869052
1,BREAD/BAKERY,2017-08-26,287.77653409493445
1,BREAD/BAKERY,2017-08-27,159.61447217427153
1,BREAD/BAKERY,2017-08-28,354.0699646979544
1,BREAD/BAKERY,2017-08-29,310.2091841763976
1,BREAD/BAKERY,2017-08-30,377.9228309352549
1,BREAD/BAKERY,2017-08-31,337.35786911294616
1,CELEBRATION,2017-08-16,10.065067579144776
1,CELEBRATION,2017-08-17,12.854621387035635
1,CELEBRATION,2017-08-18,16.08105008421411
1,CELEBRATION,2017-08-19,8.521609451130995
1,CELEBRATION,2017-08-20,1.3509348232603684
1,CELEBRATION,2017-08-21,11.401757820750941
1,CELEBRATION,2017-08-22,11.300763029814616
1,CELEBRATION,2017-08-23,13.284654320345334
1,CELEBRATION,2017-08-24,14.859628807872669
1,CELEBRATION,2017-08-25,18.421503032502336
1,CELEBRATION,2017-08-26,7.763743511147521
1,CELEBRATION,2017-08-27,1.4404282731476599
1,CELEBRATION,2017-08-28,8.907909783813354
1,CELEBRATION,2017-08-29,11.006966437967954
1,CELEBRATION,2017-08-30,12.54800252630397
1,CELEBRATION,2017-08-31,14.885540529906098
1,CLEANING,2017-08-16,743.9051431894113
1,CLEANING,2017-08-17,632.2080826145425
1,CLEANING,2017-08-18,742.9007777833774
1,CLEANING,2017-08-19,556.4551979079667
1,CLEANING,2017-08-20,219.93306104194045
1,CLEANING,2017-08-21,638.0658385846218
1,CLEANING,2017-08-22,662.7141140392341
1,CLEANING,2017-08-23,707.4484373446562
1,CLEANING,2017-08-24,599.3250029384242
1,CLEANING,2017-08-25,601.4036485884432
1,CLEANING,2017-08-26,553.8145591941261
1,CLEANING,2017-08-27,220.4034262886491
1,CLEANING,2017-08-28,603.9986893825632
1,CLEANING,2017-08-29,556.5545007603521
1,CLEANING,2017-08-30,747.8465373974738
1,CLEANING,2017-08-31,675.9170458041908
1,DAIRY,2017-08-16,835.7404573101661
1,DAIRY,2017-08-17,676.5651101117269
1,DAIRY,2017-08-18,752.9403350307729
1,DAIRY,2017-08-19,686.8093202791368
1,DAIRY,2017-08-20,256.63156404747036
1,DAIRY,2017-08-21,716.9840964915245
1,DAIRY,2017-08-22,737.6638846005061
1,DAIRY,2017-08-23,758.1591524407686
1,DAIRY,2017-08-24,637.0614837966841
1,DAIRY,2017-08-25,688.3786565690273
1,DAIRY,2017-08-26,675.7567988069425
1,DAIRY,2017-08-27,291.06086711172713
1,DAIRY,2017-08-28,742.3551802174156
1,DAIRY,2017-08-29,650.3368333769494
1,DAIRY,2017-08-30,754.9225324161822
1,DAIRY,2017-08-31,627.189200634962
1,DELI,2017-08-16,158.65006465978962
1,DELI,2017-08-17,127.92655965609643
1,DELI,2017-08-18,169.16348377913255
1,DELI,2017-08-19,133.34573567254577
1,DELI,2017-08-20,60.92115726537935
1,DELI,2017-08-21,148.12912594007668
1,DELI,2017-08-22,142.51010020993724
1,DELI,2017-08-23,136.5472825802956
1,DELI,2017-08-24,118.64069554923462
1,DELI,2017-08-25,174.17724594283055
1,DELI,2017-08-26,120.39706307435435
1,DELI,2017-08-27,69.88767790342693
1,DELI,2017-08-28,146.8543119985507
1,DELI,2017-08-29,136.2647763852674
1,DELI,2017-08-30,147.44469046871492
1,DELI,2017-08-31,137.31024950455821
1,EGGS,2017-08-16,144.4076170575513
1,EGGS,2017-08-17,119.49066445496477
1,EGGS,2017-08-18,147.09581246106066
1,EGGS,2017-08-19,154.99669856337272
1,EGGS,2017-08-20,69.41822144270861
1,EGGS,2017-08-21,158.12438658908874
1,EGGS,2017-08-22,137.32777266760658
1,EGGS,2017-08-23,154.49332171321532
1,EGGS,2017-08-24,112.60279129202495
1,EGGS,2017-08-25,141.92356612556355
1,EGGS,2017-08-26,149.5527143229791
1,EGGS,2017-08-27,76.25062812939085
1,EGGS,2017-08-28,141.83640693578357
1,EGGS,2017-08-29,131.3071347495385
1,EGGS,2017-08-30,155.98763024653056
1,EGGS,2017-08-31,110.78577765061682
1,FROZEN FOODS,2017-08-16,149.89412006043145
1,FROZEN FOODS,2017-08-17,131.00394905212858
1,FROZEN FOODS,2017-08-18,144.99181492892976
1,FROZEN FOODS,2017-08-19,125.11501982971828
1,FROZEN FOODS,2017-08-20,46.87875828904971
1,FROZEN FOODS,2017-08-21,133.95609056232624
1,FROZEN FOODS,2017-08-22,125.9552207613931
1,FROZEN FOODS,2017-08-23,154.66817456331393
1,FROZEN FOODS,2017-08-24,133.64369107667804
1,FROZEN FOODS,2017-08-25,131.8106342544823
1,FROZEN FOODS,2017-08-26,131.80843741519317
1,FROZEN FOODS,2017-08-27,49.53355068058349
1,FROZEN FOODS,2017-08-28,121.57911324503567
1,FROZEN FOODS,2017-08-29,117.5601462295274
1,FROZEN FOODS,2017-08-30,137.47441256755542
1,FROZEN FOODS,2017-08-31,114.65500354988193
1,GROCERY I,2017-08-16,2694.424105848161
1,GROCERY I,2017-08-17,2469.7251595289054
1,GROCERY I,2017-08-18,2484.9875077963948
1,GROCERY I,2017-08-19,2052.1607100323104
1,GROCERY I,2017-08-20,1037.1155082850423
1,GROCERY I,2017-08-21,2445.491533720804
1,GROCERY I,2017-08-22,2735.576439220871
1,GROCERY I,2017-08-23,2748.314766282307
1,GROCERY I,2017-08-24,2408.7665612786172
1,GROCERY I,2017-08-25,2664.326717658067
1,GROCERY I,2017-08-26,2281.5704935119234
1,GROCERY I,2017-08-27,883.8819653598483
1,GROCERY I,2017-08-28,2641.7777095233932
1,GROCERY I,2017-08-29,2791.8900874145525
1,GROCERY I,2017-08-30,2894.249935123537
1,GROCERY I,2017-08-31,2649.0299298264536
1,GROCERY II,2017-08-16,23.794190549525602
1,GROCERY II,2017-08-17,24.69676221770042
1,GROCERY II,2017-08-18,17.514453727201854
1,GROCERY II,2017-08-19,11.00427475409961
1,GROCERY II,2017-08-20,3.062560036174526
1,GROCERY II,2017-08-21,24.705460527783103
1,GROCERY II,2017-08-22,26.748742703097037
1,GROCERY II,2017-08-23,25.847640804935462
1,GROCERY II,2017-08-24,25.750341156747343
1,GROCERY II,2017-08-25,18.41226698881066
1,GROCERY II,2017-08-26,16.151058547027503
1,GROCERY II,2017-08-27,6.305681758958905
1,GROCERY II,2017-08-28,22.057670370605116
1,GROCERY II,2017-08-29,22.91227435886029
1,GROCERY II,2017-08-30,29.843488183226192
1,GROCERY II,2017-08-31,25.829536895445198
1,HARDWARE,2017-08-16,1.7161431888547876
1,HARDWARE,2017-08-17,1.0290107387638927
1,HARDWARE,2017-08-18,0.6723980423848355
1,HARDWARE,2017-08-19,0.9345465310761953
1,HARDWARE,2017-08-20,1.0862201550275423
1,HARDWARE,2017-08-21,0.682224841118467
1,HARDWARE,2017-08-22,0.6200983122064303
1,HARDWARE,2017-08-23,1.3584241193376814
1,HARDWARE,2017-08-24,0.8143876608435232
1,HARDWARE,2017-08-25,1.0480430778397807
1,HARDWARE,2017-08-26,1.10843000704921
1,HARDWARE,2017-08-27,0.8249025958185592
1,HARDWARE,2017-08-28,0.8079580292880029
1,HARDWARE,2017-08-29,0.8894301580341688
1,HARDWARE,2017-08-30,1.3368086039566185
1,HARDWARE,2017-08-31,1.6363420396170576
1,HOME AND KITCHEN I,2017-08-16,30.68113081911083
1,HOME AND KITCHEN I,2017-08-17,17.76315084599915
1,HOME AND KITCHEN I,2017-08-18,21.835349990256802
1,HOME AND KITCHEN I,2017-08-19,21.474608075660186
1,HOME AND KITCHEN I,2017-08-20,6.250334183751687
1,HOME AND KITCHEN I,2017-08-21,25.849296480289564
1,HOME AND KITCHEN I,2017-08-22,20.570577682046434
1,HOME AND KITCHEN I,2017-08-23,16.587281911329818
1,HOME AND KITCHEN I,2017-08-24,19.469936606041617
1,HOME AND KITCHEN I,2017-08-25,19.20650191303176
1,HOME AND KITCHEN I,2017-08-26,14.71761123694979
1,HOME AND KITCHEN I,2017-08-27,5.006324705296043
1,HOME AND KITCHEN I,2017-08-28,16.788462200049597
1,HOME AND KITCHEN I,2017-08-29,17.147340595196194
1,HOME AND KITCHEN I,2017-08-30,22.854406229958215
1,HOME AND KITCHEN I,2017-08-31,17.190628255103707
1,HOME AND KITCHEN II,2017-08-16,25.92047004048529
1,HOME AND KITCHEN II,2017-08-17,25.874975284053114
1,HOME AND KITCHEN II,2017-08-18,23.736395530868293
1,HOME AND KITCHEN II,2017-08-19,19.27506626168313
1,HOME AND KITCHEN II,2017-08-20,11.516500076459174
1,HOME AND KITCHEN II,2017-08-21,27.995399715478825
1,HOME AND KITCHEN II,2017-08-22,30.843305146003157
1,HOME AND KITCHEN II,2017-08-23,24.68896298524292
1,HOME AND KITCHEN II,2017-08-24,27.70610749801686
1,HOME AND KITCHEN II,2017-08-25,32.19633619413218
1,HOME AND KITCHEN II,2017-08-26,26.759554590041567
1,HOME AND KITCHEN II,2017-08-27,7.380565278254679
1,HOME AND KITCHEN II,2017-08-28,27.154734982053
1,HOME AND KITCHEN II,2017-08-29,31.79610992326286
1,HOME AND KITCHEN II,2017-08-30,25.902091870697163
1,HOME AND KITCHEN II,2017-08-31,26.780870311642218
1,HOME APPLIANCES,2017-08-16,0.04770004046053965
1,HOME APPLIANCES,2017-08-17,0.27514673585814503
1,HOME APPLIANCES,2017-08-18,0.3890978580881704
1,HOME APPLIANCES,2017-08-19,0.2741803639731467
1,HOME APPLIANCES,2017-08-20,0.1177999552851496
1,HOME APPLIANCES,2017-08-21,0.2764049837761464
1,HOME APPLIANCES,2017-08-22,0.2906369790663464
1,HOME APPLIANCES,2017-08-23,0.3753473454233062
1,HOME APPLIANCES,2017-08-24,0.1989519839128886
1,HOME APPLIANCES,2017-08-25,0.18591345359791814
1,HOME APPLIANCES,2017-08-26,0.3563510896596043
1,HOME APPLIANCES,2017-08-27,0.06920188799776106
1,HOME APPLIANCES,2017-08-28,0.2962943485383488
1,HOME APPLIANCES,2017-08-29,0.1576425934263117
1,HOME APPLIANCES,2017-08-30,0.4213801729618974
1,HOME APPLIANCES,2017-08-31,0.07492278596549827
1,HOME CARE,2017-08-16,159.01381020908408
1,HOME CARE,2017-08-17,144.85007068241904
1,HOME CARE,2017-08-18,151.0340783630415
1,HOME CARE,2017-08-19,148.62084515235827
1,HOME CARE,2017-08-20,68.75865836776808
1,HOME CARE,2017-08-21,175.9034897519456
1,HOME CARE,2017-08-22,173.2875943986437
1,HOME CARE,2017-08-23,174.50994371877962
1,HOME CARE,2017-08-24,131.02184792481773
1,HOME CARE,2017-08-25,145.97614407871072
1,HOME CARE,2017-08-26,155.5295073177324
1,HOME CARE,2017-08-27,70.49287067758185
1,HOME CARE,2017-08-28,188.77942719591806
1,HOME CARE,2017-08-29,203.2850087204034
1,HOME CARE,2017-08-30,194.58035331659562
1,HOME CARE,2017-08-31,160.54070003668096
1,LADIESWEAR,2017-08-16,17.667390393665276
1,LADIESWEAR,2017-08-17,11.78151456646808
1,LADIESWEAR,2017-08-18,9.80409396308423
1,LADIESWEAR,2017-08-19,10.818638082874916
1,LADIESWEAR,2017-08-20,5.138010942509288
1,LADIESWEAR,2017-08-21,15.092842141425407
1,LADIESWEAR,2017-08-22,12.039612935968524
1,LADIESWEAR,2017-08-23,17.954539025672332
1,LADIESWEAR,2017-08-24,11.714170167925372
1,LADIESWEAR,2017-08-25,10.238367041386775
1,LADIESWEAR,2017-08-26,13.509651229418324
1,LADIESWEAR,2017-08-27,6.326299029049666
1,LADIESWEAR,2017-08-28,14.883620829894308
1,LADIESWEAR,2017-08-29,8.954959203427856
1,LADIESWEAR,2017-08-30,12.463702552634334
1,LADIESWEAR,2017-08-31,10.546716927248402
1,LAWN AND GARDEN,2017-08-16,24.322127585298993
1,LAWN AND GARDEN,2017-08-17,12.008210877981357
1,LAWN AND GARDEN,2017-08-18,17.46292664679974
1,LAWN AND GARDEN,2017-08-19,17.232205195822555
1,LAWN AND GARDEN,2017-08-20,10.233875251171924
1,LAWN AND GARDEN,2017-08-21,16.161362326117985
1,LAWN AND GARDEN,2017-08-22,15.299515753486496
1,LAWN AND GARDEN,2017-08-23,23.091517174775852
1,LAWN AND GARDEN,2017-08-24,13.353745243384218
1,LAWN AND GARDEN,2017-08-25,20.70837962198757
1,LAWN AND GARDEN,2017-08-26,14.580064942918554
1,LAWN AND GARDEN,2017-08-27,11.760495456139735
1,LAWN AND GARDEN,2017-08-28,16.919084312536285
1,LAWN AND GARDEN,2017-08-29,17.705749890926413
1,LAWN AND GARDEN,2017-08-30,22.873378878267452
1,LAWN AND GARDEN,2017-08-31,17.316139984268993
1,LINGERIE,2017-08-16,5.799234250377468
1,LINGERIE,2017-08-17,6.243431813385058
1,LINGERIE,2017-08-18,4.663927937751828
1,LINGERIE,2017-08-19,3.878538722598326
1,LINGERIE,2017-08-20,1.7645905727814792
1,LINGERIE,2017-08-21,6.035806608811795
1,LINGERIE,2017-08-22,5.853398236559346
1,LINGERIE,2017-08-23,8.174857659056753
1,LINGERIE,2017-08-24,6.259147097279959
1,LINGERIE,2017-08-25,5.265544319233538
1,LINGERIE,2017-08-26,6.3876846490105
1,LINGERIE,2017-08-27,3.3211711667205694
1,LINGERIE,2017-08-28,5.337448724420218
1,LINGERIE,2017-08-29,5.949404940597612
1,LINGERIE,2017-08-30,6.6559456870272635
1,LINGERIE,2017-08-31,6.79584689253018
1,"LIQUOR,WINE,BEER",2017-08-16,100.11596435345803
1,"LIQUOR,WINE,BEER",2017-08-17,107.13494302281345
1,"LIQUOR,WINE,BEER",2017-08-18,137.02507062685078
1,"LIQUOR,WINE,BEER",2017-08-19,129.87427449194476
1,"LIQUOR,WINE,BEER",2017-08-20,42.3729016751413
1,"LIQUOR,WINE,BEER",2017-08-21,53.55498804434807
1,"LIQUOR,WINE,BEER",2017-08-22,80.18294940091762
1,"LIQUOR,WINE,BEER",2017-08-23,99.52064937532474
1,"LIQUOR,WINE,BEER",2017-08-24,103.38397766361318
1,"LIQUOR,WINE,BEER",2017-08-25,155.65033598041092
1,"LIQUOR,WINE,BEER",2017-08-26,141.2816162123367
1,"LIQUOR,WINE,BEER",2017-08-27,45.275775775108045
1,"LIQUOR,WINE,BEER",2017-08-28,71.2034301463315
1,"LIQUOR,WINE,BEER",2017-08-29,78.66187158478034
1,"LIQUOR,WINE,BEER",2017-08-30,102.31609437210822
1,"LIQUOR,WINE,BEER",2017-08-31,111.10748774633562
1,MAGAZINES,2017-08-16,7.639713590221886
1,MAGAZINES,2017-08-17,7.048885561612165
1,MAGAZINES,2017-08-18,8.126207151971034
1,MAGAZINES,2017-08-19,9.207741729996151
1,MAGAZINES,2017-08-20,3.498796557360195
1,MAGAZINES,2017-08-21,7.975397287047953
1,MAGAZINES,2017-08-22,7.995946797353254
1,MAGAZINES,2017-08-23,7.79266216817784
1,MAGAZINES,2017-08-24,6.207103045898124
1,MAGAZINES,2017-08-25,6.770769084553009
1,MAGAZINES,2017-08-26,8.076866697575186
1,MAGAZINES,2017-08-27,2.6711316054067438
1,MAGAZINES,2017-08-28,5.6895240122889605
1,MAGAZINES,2017-08-29,6.297221197948448
1,MAGAZINES,2017-08-30,4.468734266715436
1,MAGAZINES,2017-08-31,5.040367289324369
1,MEATS,2017-08-16,270.45797153378226
1,MEATS,2017-08-17,292.5962712405822
1,MEATS,2017-08-18,629.8861328258764
1,MEATS,2017-08-19,260.43799610319905
1,MEATS,2017-08-20,101.1621477328539
1,MEATS,2017-08-21,229.6101862790877
1,MEATS,2017-08-22,277.6690249148693
1,MEATS,2017-08-23,295.88565359523176
1,MEATS,2017-08-24,246.29614285356138
1,MEATS,2017-08-25,616.3567575035476
1,MEATS,2017-08-26,296.42111495193944
1,MEATS,2017-08-27,109.83989311883813
1,MEATS,2017-08-28,265.54018194829155
1,MEATS,2017-08-29,279.5653940193311
1,MEATS,2017-08-30,266.25623502503794
1,MEATS,2017-08-31,308.79361124681645
1,PERSONAL CARE,2017-08-16,182.38549260490075
1,PERSONAL CARE,2017-08-17,152.17985237450813
1,PERSONAL CARE,2017-08-18,164.1072291617556
1,PERSONAL CARE,2017-08-19,192.20113234954354
1,PERSONAL CARE,2017-08-20,65.29154386383424
1,PERSONAL CARE,2017-08-21,173.4521760344147
1,PERSONAL CARE,2017-08-22,163.9536292302408
1,PERSONAL CARE,2017-08-23,191.77621191201467
1,PERSONAL CARE,2017-08-24,149.62672542478614
1,PERSONAL CARE,2017-08-25,147.28352403579663
1,PERSONAL CARE,2017-08-26,165.6410591716935
1,PERSONAL CARE,2017-08-27,64.94213393277981
1,PERSONAL CARE,2017-08-28,170.4073624230484
1,PERSONAL CARE,2017-08-29,133.17153401107976
1,PERSONAL CARE,2017-08-30,156.2147176023543
1,PERSONAL CARE,2017-08-31,125.82366358543104
1,PET SUPPLIES,2017-08-16,4.325515131200031
1,PET SUPPLIES,2017-08-17,3.5709623635055454
1,PET SUPPLIES,2017-08-18,4.498128949799159
1,PET SUPPLIES,2017-08-19,5.219467337547956
1,PET SUPPLIES,2017-08-20,3.279338376857969
1,PET SUPPLIES,2017-08-21,4.739160333459193
1,PET SUPPLIES,2017-08-22,4.458475888132284
1,PET SUPPLIES,2017-08-23,4.256139584276606
1,PET SUPPLIES,2017-08-24,4.9075973210932995
1,PET SUPPLIES,2017-08-25,4.764006837191097
1,PET SUPPLIES,2017-08-26,4.693359414081496
1,PET SUPPLIES,2017-08-27,2.55059376335314
1,PET SUPPLIES,2017-08-28,4.732219653565972
1,PET SUPPLIES,2017-08-29,5.751505347024236
1,PET SUPPLIES,2017-08-30,4.99297622391364
1,PET SUPPLIES,2017-08-31,5.125072561408667
1,PLAYERS AND ELECTRONICS,2017-08-16,7.394691667826216
1,PLAYERS AND ELECTRONICS,2017-08-17,7.392843588764501
1,PLAYERS AND ELECTRONICS,2017-08-18,7.15897559174644
1,PLAYERS AND ELECTRONICS,2017-08-19,4.759651604419077
1,PLAYERS AND ELECTRONICS,2017-08-20,2.9229860276864192
1,PLAYERS AND ELECTRONICS,2017-08-21,8.965111201096297
1,PLAYERS AND ELECTRONICS,2017-08-22,8.79357415256918
1,PLAYERS AND ELECTRONICS,2017-08-23,8.740029247773473
1,PLAYERS AND ELECTRONICS,2017-08-24,8.787891283431787
1,PLAYERS AND ELECTRONICS,2017-08-25,6.078763822190655
1,PLAYERS AND ELECTRONICS,2017-08-26,6.5064185378055175
1,PLAYERS AND ELECTRONICS,2017-08-27,1.7699124056668074
1,PLAYERS AND ELECTRONICS,2017-08-28,8.674896723415012
1,PLAYERS AND ELECTRONICS,2017-08-29,9.137133409507104
1,PLAYERS AND ELECTRONICS,2017-08-30,10.568075109571152
1,PLAYERS AND ELECTRONICS,2017-08-31,8.927163450819274
1,POULTRY,2017-08-16,341.0226550261242
1,POULTRY,2017-08-17,241.620087500746
1,POULTRY,2017-08-18,446.28784954923054
1,POULTRY,2017-08-19,300.4642427061422
1,POULTRY,2017-08-20,121.7547804602117
1,POULTRY,2017-08-21,304.98474680522025
1,POULTRY,2017-08-22,326.1267527407863
1,POULTRY,2017-08-23,320.806123564992
1,POULTRY,2017-08-24,287.8140914105183
1,POULTRY,2017-08-25,423.6449488875755
1,POULTRY,2017-08-26,279.9146967098221
1,POULTRY,2017-08-27,131.81103669746042
1,POULTRY,2017-08-28,314.3639085512488
1,POULTRY,2017-08-29,308.4021902927113
1,POULTRY,2017-08-30,336.25944583156826
1,POULTRY,2017-08-31,281.7478180740089
1,PREPARED FOODS,2017-08-16,58.355266394533935
1,PREPARED FOODS,2017-08-17,57.549748496372715
1,PREPARED FOODS,2017-08-18,52.64441293039299
1,PREPARED FOODS,2017-08-19,55.78214192804284
1,PREPARED FOODS,2017-08-20,29.657533567146626
1,PREPARED FOODS,2017-08-21,63.790083634714776
1,PREPARED FOODS,2017-08-22,59.36419382652711
1,PREPARED FOODS,2017-08-23,64.79226511530673
1,PREPARED FOODS,2017-08-24,64.40507963695399
1,PREPARED FOODS,2017-08-25,61.64113143195098
1,PREPARED FOODS,2017-08-26,62.832844389155476
1,PREPARED FOODS,2017-08-27,33.37562276597323
1,PREPARED FOODS,2017-08-28,64.19648160905044
1,PREPARED FOODS,2017-08-29,62.25300704003393
1,PREPARED FOODS,2017-08-30,71.47725131021188
1,PREPARED FOODS,2017-08-31,64.83593768333424
1,PRODUCE,2017-08-16,3895.4075568504254
1,PRODUCE,2017-08-17,1882.770159845706
1,PRODUCE,2017-08-18,2279.0923767215195
1,PRODUCE,2017-08-19,2207.6388566512805
1,PRODUCE,2017-08-20,1148.6524914451343
1,PRODUCE,2017-08-21,2357.021421864531
1,PRODUCE,2017-08-22,2232.092872742637
1,PRODUCE,2017-08-23,3896.190747505619
1,PRODUCE,2017-08-24,2103.4018660259458
1,PRODUCE,2017-08-25,2294.553008378384
1,PRODUCE,2017-08-26,2245.025975339423
1,PRODUCE,2017-08-27,1140.3970574162663
1,PRODUCE,2017-08-28,2332.30766068787
1,PRODUCE,2017-08-29,2130.5756055503275
1,PRODUCE,2017-08-30,3764.108470781427
1,PRODUCE,2017-08-31,1856.7514551693396
1,SCHOOL AND OFFICE SUPPLIES,2017-08-16,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-17,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-18,0.01924224355715833
1,SCHOOL AND OFFICE SUPPLIES,2017-08-19,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-20,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-21,0.030604043064291334
1,SCHOOL AND OFFICE SUPPLIES,2017-08-22,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-23,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-24,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-25,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-26,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-27,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-28,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-29,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-30,0.0
1,SCHOOL AND OFFICE SUPPLIES,2017-08-31,0.0
1,SEAFOOD,2017-08-16,26.248391963119026
1,SEAFOOD,2017-08-17,20.068527244476073
1,SEAFOOD,2017-08-18,42.02216903406376
1,SEAFOOD,2017-08-19,24.59115347001027
1,SEAFOOD,2017-08-20,14.02146314955812
1,SEAFOOD,2017-08-21,21.512746938633295
1,SEAFOOD,2017-08-22,20.324498127411985
1,SEAFOOD,2017-08-23,26.81888810778975
1,SEAFOOD,2017-08-24,24.478917592826377
1,SEAFOOD,2017-08-25,32.313768275054414
1,SEAFOOD,2017-08-26,22.930139387278388
1,SEAFOOD,2017-08-27,12.267361169419809
1,SEAFOOD,2017-08-28,18.958098983570057
1,SEAFOOD,2017-08-29,17.889176529095153
1,SEAFOOD,2017-08-30,23.673789917112913
1,SEAFOOD,2017-08-31,19.44228183861131
2,AUTOMOTIVE,2017-08-16,3.8648173166284057
2,AUTOMOTIVE,2017-08-17,5.793105061085619
2,AUTOMOTIVE,2017-08-18,5.681148563742984
2,AUTOMOTIVE,2017-08-19,6.095153168898035
2,AUTOMOTIVE,2017-08-20,6.560239784307771
2,AUTOMOTIVE,2017-08-21,4.05602118455974
2,AUTOMOTIVE,2017-08-22,4.672674392971926
2,AUTOMOTIVE,2017-08-23,5.292309746154535
2,AUTOMOTIVE,2017-08-24,5.21377895419288
2,AUTOMOTIVE,2017-08-25,3.0482801174050076
2,AUTOMOTIVE,2017-08-26,6.538056425511715
2,AUTOMOTIVE,2017-08-27,6.272914026382781
2,AUTOMOTIVE,2017-08-28,4.021898395159618
2,AUTOMOTIVE,2017-08-29,3.601987462924086
2,AUTOMOTIVE,2017-08-30,4.177566863252771
2,AUTOMOTIVE,2017-08-31,4.416098811818622
2,BABY CARE,2017-08-16,0.04476311097064891
2,BABY CARE,2017-08-17,0.018226287755049374
2,BABY CARE,2017-08-18,0.11329886416386022
2,BABY CARE,2017-08-19,0.2576462307587278
